"p0_heroid","p0_item0","p0_item1","p0_item2","p0_item3","p0_item4","p0_item5","p0_deaths","p0_denies","p0_assists","p0_kills","player_0_l0","player_0_l1","player_0_l2","player_0_l3","player_0_l4","player_0_l5","player_0_l6","player_0_l7","player_0_l8","player_0_l9","player_0_l10","player_0_l11","player_0_l12","player_0_l13","player_0_l14","player_0_l15","player_0_l16","player_0_l17","player_0_l18","player_0_l19","player_0_l20","player_0_l21","player_0_l22","player_0_l23","player_0_l24","p1_heroid","p1_item0","p1_item1","p1_item2","p1_item3","p1_item4","p1_item5","p1_deaths","p1_denies","p1_assists","p1_kills","player_1_l0","player_1_l1","player_1_l2","player_1_l3","player_1_l4","player_1_l5","player_1_l6","player_1_l7","player_1_l8","player_1_l9","player_1_l10","player_1_l11","player_1_l12","player_1_l13","player_1_l14","player_1_l15","player_1_l16","player_1_l17","player_1_l18","player_1_l19","player_1_l20","player_1_l21","player_1_l22","player_1_l23","player_1_l24","p2_heroid","p2_item0","p2_item1","p2_item2","p2_item3","p2_item4","p2_item5","p2_deaths","p2_denies","p2_assists","p2_kills","player_2_l0","player_2_l1","player_2_l2","player_2_l3","player_2_l4","player_2_l5","player_2_l6","player_2_l7","player_2_l8","player_2_l9","player_2_l10","player_2_l11","player_2_l12","player_2_l13","player_2_l14","player_2_l15","player_2_l16","player_2_l17","player_2_l18","player_2_l19","player_2_l20","player_2_l21","player_2_l22","player_2_l23","player_2_l24","p3_heroid","p3_item0","p3_item1","p3_item2","p3_item3","p3_item4","p3_item5","p3_deaths","p3_denies","p3_assists","p3_kills","player_3_l0","player_3_l1","player_3_l2","player_3_l3","player_3_l4","player_3_l5","player_3_l6","player_3_l7","player_3_l8","player_3_l9","player_3_l10","player_3_l11","player_3_l12","player_3_l13","player_3_l14","player_3_l15","player_3_l16","player_3_l17","player_3_l18","player_3_l19","player_3_l20","player_3_l21","player_3_l22","player_3_l23","player_3_l24","p4_heroid","p4_item0","p4_item1","p4_item2","p4_item3","p4_item4","p4_item5","p4_deaths","p4_denies","p4_assists","p4_kills","player_4_l0","player_4_l1","player_4_l2","player_4_l3","player_4_l4","player_4_l5","player_4_l6","player_4_l7","player_4_l8","player_4_l9","player_4_l10","player_4_l11","player_4_l12","player_4_l13","player_4_l14","player_4_l15","player_4_l16","player_4_l17","player_4_l18","player_4_l19","player_4_l20","player_4_l21","player_4_l22","player_4_l23","player_4_l24","p128_heroid","p128_item0","p128_item1","p128_item2","p128_item3","p128_item4","p128_item5","p128_deaths","p128_denies","p128_assists","p128_kills","player_128_l0","player_128_l1","player_128_l2","player_128_l3","player_128_l4","player_128_l5","player_128_l6","player_128_l7","player_128_l8","player_128_l9","player_128_l10","player_128_l11","player_128_l12","player_128_l13","player_128_l14","player_128_l15","player_128_l16","player_128_l17","player_128_l18","player_128_l19","player_128_l20","player_128_l21","player_128_l22","player_128_l23","player_128_l24","p129_heroid","p129_item0","p129_item1","p129_item2","p129_item3","p129_item4","p129_item5","p129_deaths","p129_denies","p129_assists","p129_kills","player_129_l0","player_129_l1","player_129_l2","player_129_l3","player_129_l4","player_129_l5","player_129_l6","player_129_l7","player_129_l8","player_129_l9","player_129_l10","player_129_l11","player_129_l12","player_129_l13","player_129_l14","player_129_l15","player_129_l16","player_129_l17","player_129_l18","player_129_l19","player_129_l20","player_129_l21","player_129_l22","player_129_l23","player_129_l24","p130_heroid","p130_item0","p130_item1","p130_item2","p130_item3","p130_item4","p130_item5","p130_deaths","p130_denies","p130_assists","p130_kills","player_130_l0","player_130_l1","player_130_l2","player_130_l3","player_130_l4","player_130_l5","player_130_l6","player_130_l7","player_130_l8","player_130_l9","player_130_l10","player_130_l11","player_130_l12","player_130_l13","player_130_l14","player_130_l15","player_130_l16","player_130_l17","player_130_l18","player_130_l19","player_130_l20","player_130_l21","player_130_l22","player_130_l23","player_130_l24","p131_heroid","p131_item0","p131_item1","p131_item2","p131_item3","p131_item4","p131_item5","p131_deaths","p131_denies","p131_assists","p131_kills","player_131_l0","player_131_l1","player_131_l2","player_131_l3","player_131_l4","player_131_l5","player_131_l6","player_131_l7","player_131_l8","player_131_l9","player_131_l10","player_131_l11","player_131_l12","player_131_l13","player_131_l14","player_131_l15","player_131_l16","player_131_l17","player_131_l18","player_131_l19","player_131_l20","player_131_l21","player_131_l22","player_131_l23","player_131_l24","p132_heroid","p132_item0","p132_item1","p132_item2","p132_item3","p132_item4","p132_item5","p132_deaths","p132_denies","p132_assists","p132_kills","player_132_l0","player_132_l1","player_132_l2","player_132_l3","player_132_l4","player_132_l5","player_132_l6","player_132_l7","player_132_l8","player_132_l9","player_132_l10","player_132_l11","player_132_l12","player_132_l13","player_132_l14","player_132_l15","player_132_l16","player_132_l17","player_132_l18","player_132_l19","player_132_l20","player_132_l21","player_132_l22","player_132_l23","player_132_l24","class"
46,0,0,0,0,0,0,0,13,0,0,5194,5196,5194,5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,1,0,0,5651,5652,5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,108,69,0,48,77,36,0,12,0,6,5372,5370,5370,5372,5372,5371,5372,5370,5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,4,0,0,0,5464,5462,5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,42,240,41,164,0,1,5,0,0,5111,5112,5111,5110,5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,75,16,63,0,0,0,2,9,1,1,5123,5122,5123,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,20,79,0,0,65,1,12,0,0,5218,5220,5218,5219,5219,5221,5219,5218,5220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,178,168,11,63,182,0,2,6,1,1,5368,5365,5368,5365,5368,5369,5366,5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,223,75,75,0,0,88,1,1,2,1,5260,5259,5260,5259,5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,36,73,73,214,42,0,9,2,4,0,5127,5128,5128,5126,5128,5129,5128,5126,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,265,7,7,2,1,5021,5019,5021,5019,5021,5022,5021,5632,5019,5921,5019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75,174,26,63,182,0,7,4,3,2,5065,5068,5066,5068,5068,5067,5068,5065,5065,5906,5065,5067,5066,5066,0,0,0,0,0,0,0,0,0,0,0,120,178,180,11,182,166,79,6,14,5,4,6344,7307,6344,7307,6344,6343,6344,7307,7307,9391,6461,6343,6461,6461,6463,6461,0,0,0,0,0,0,0,0,0,102,36,29,0,0,182,0,12,0,2,0,5585,5586,5585,5586,5585,5588,5587,5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,100,232,29,36,0,0,2,3,11,7,5637,5639,5639,5638,5639,5640,5639,5638,5638,5987,5638,5640,5637,0,0,0,0,0,0,0,0,0,0,0,0,69,50,36,119,182,185,81,0,9,15,5,5339,5341,5339,5340,5339,5342,5339,5341,5341,5341,6370,5342,5340,5340,0,0,0,0,0,0,0,0,0,0,0,70,50,1,36,149,26,143,2,6,6,13,5359,5358,5359,5358,5359,5360,5358,5359,5358,6160,5357,5360,5357,5357,6170,0,0,0,0,0,0,0,0,0,0,53,240,81,223,63,193,185,2,14,16,3,5247,5246,5247,5245,5247,5248,5247,5246,5246,5939,5246,5248,5245,5245,0,0,0,0,0,0,0,0,0,0,0,101,48,259,206,77,41,77,3,7,12,10,5581,5582,5581,5582,5581,5582,5581,5582,5583,5584,5925,5584,5583,5583,6884,5583,0,0,0,0,0,0,0,0,0,0
11,1,100,65,37,29,244,7,2,1,2,5062,5059,5059,5062,5059,5062,5059,5062,5063,5949,5064,5064,5063,5063,6141,5063,5064,0,0,0,0,0,0,0,0,48,172,147,63,75,0,0,6,0,3,0,5224,5222,5222,5224,5222,5223,5223,5225,5223,5222,5223,6119,5225,5224,6141,5224,0,0,0,0,0,0,0,0,0,69,152,11,182,185,51,50,3,0,2,3,5339,5341,5340,5339,5339,5342,5339,5341,5341,7123,5341,5342,5340,5340,5340,6369,5342,0,0,0,0,0,0,0,0,5,36,214,206,42,0,0,4,0,1,0,5126,5128,5128,5127,5128,5127,5128,5127,5127,6003,5126,5126,5126,5129,5129,5957,0,0,0,0,0,0,0,0,0,44,36,185,56,63,11,0,4,2,1,0,5190,5191,5190,5192,5190,5193,5190,5191,5191,5938,5191,5193,5192,5192,6289,5192,0,0,0,0,0,0,0,0,0,84,273,65,232,48,30,123,1,2,9,4,5439,5440,5439,5438,5439,5441,5439,5440,5440,6007,5440,5441,5438,5438,5968,5438,5441,6183,0,0,0,0,0,0,0,75,135,112,250,263,63,77,1,13,3,14,5378,5377,5378,5377,5378,5380,5378,5377,5377,6016,5379,5380,5379,5379,6878,5379,5380,5944,0,0,0,0,0,0,0,42,1,127,216,180,182,108,0,1,10,2,5086,5087,5088,5086,5086,5089,5086,5088,5087,5906,5088,5089,5088,5087,6145,5087,5089,0,0,0,0,0,0,0,0,120,7,240,143,174,48,39,1,3,12,1,6344,7307,6461,6344,6344,6343,6344,7307,7307,7307,9391,6343,6461,6461,6463,6461,6343,0,0,0,0,0,0,0,0,10,63,147,26,135,75,160,3,7,3,3,5055,5053,5055,5052,5055,5057,5055,5053,5053,5053,6062,5057,5052,5052,7060,5052,5058,6840,0,0,0,0,0,0,0,0
62,50,73,223,36,185,81,1,3,13,6,5286,5285,5286,5287,5286,5288,5286,5285,5285,5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,77,259,63,121,0,1,13,4,2,5098,5100,5100,5098,5098,5101,5098,5100,5100,5099,7936,5101,5099,5099,6916,0,0,0,0,0,0,0,0,0,0,88,223,38,0,0,181,29,4,1,11,3,5462,5464,5462,5464,5462,5465,5462,5464,5464,6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,154,63,75,75,168,26,0,12,7,12,5055,5053,5055,5052,5055,5053,5055,5057,5053,6029,5053,5057,5052,5052,5907,0,0,0,0,0,0,0,0,0,0,87,29,34,254,0,0,0,2,4,13,3,5458,5460,5458,5459,5459,5461,5459,5459,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,65,182,36,0,11,50,5,12,1,0,5250,5251,5250,5249,5250,5252,5250,5249,5249,5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,104,29,216,40,232,34,7,1,2,1,5078,5080,5078,5080,5078,5081,5078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,12,2,3,5108,5107,5106,5107,5107,5106,5107,5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,5,15,4,0,5400,5402,5400,5402,5400,5403,5400,5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,36,218,38,29,188,0,5,4,3,2,5637,5639,5639,5638,5640,5639,5639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,254,1,102,48,0,232,8,1,11,1,5122,5124,5123,5122,5122,5125,5122,5124,5124,5124,5125,6977,5123,7018,5123,5123,5125,6978,6057,0,0,0,0,0,0,43,100,127,116,31,182,231,11,2,10,2,5090,5091,5090,5685,5090,5093,5090,5685,5685,6138,5685,5093,5091,5091,6628,5091,5093,6235,6805,0,0,0,0,0,0,86,102,1,108,176,259,214,4,3,12,9,5450,7320,5448,5450,5450,5452,5450,7320,6366,5452,7320,7320,5448,6197,5448,5448,5452,6863,6870,0,0,0,0,0,0,67,178,166,131,137,114,63,9,6,9,4,5334,5336,5334,5335,5334,5337,5334,5335,5335,5921,5336,5337,5336,6148,5336,5335,5337,6235,6903,0,0,0,0,0,0,14,254,108,48,119,100,37,9,2,12,10,5074,5076,5075,5076,5076,5077,5076,5074,5075,6245,5074,5077,5074,5075,5075,6560,5077,6026,6023,0,0,0,0,0,0,44,50,208,116,156,170,168,3,9,8,9,5190,5191,5190,5192,5190,5193,5190,5191,5191,5902,5191,5193,5192,5192,6801,5192,5193,7011,6847,0,0,0,0,0,0,53,110,235,277,204,108,29,5,7,11,8,5247,5246,5247,5245,5246,5248,5246,5247,5246,5939,5247,5248,5245,5245,6500,5245,5248,6222,6539,0,0,0,0,0,0,22,41,152,110,108,259,48,5,1,16,6,5111,5110,5111,5110,5111,5113,5111,5110,5110,5987,5112,5113,5112,5112,6141,5112,5113,6518,6501,0,0,0,0,0,0,101,1,152,77,259,108,48,8,4,10,7,5581,5582,5581,5582,5581,5583,5581,5582,5582,5583,5584,5584,5925,6884,5583,5583,5584,6885,6921,0,0,0,0,0,0,65,108,220,116,244,185,277,6,4,17,8,5320,5322,5320,5322,5320,5323,5322,5320,5322,5996,5321,5323,5321,5321,5321,6610,5323,6093,6087,0,0,0,0,0,0,0
19,141,1,41,63,152,252,0,6,11,5,5108,5106,5106,5108,5107,5108,5107,6937,5107,5918,5107,5106,5106,5109,6153,5109,5109,6934,6932,0,0,0,0,0,0,10,63,116,176,123,52,26,1,5,5,7,5055,5052,5055,5053,5053,5057,5055,5055,5053,6062,5053,5052,5052,5052,5907,5057,5057,6840,0,0,0,0,0,0,0,79,214,218,108,265,96,57,1,10,7,1,5421,5423,5423,5422,5423,5425,5423,5422,5422,6317,5422,5425,5421,5421,6141,5421,5425,6542,0,0,0,0,0,0,0,93,75,98,208,63,249,75,1,12,6,16,5495,5496,5494,5494,5494,5497,5494,5495,5495,7384,5495,5497,5496,5496,5907,5496,5497,6147,6894,0,0,0,0,0,0,20,263,141,39,139,75,63,3,6,9,6,5122,5123,5122,5124,5122,5125,5122,5123,5124,6138,5124,5123,5124,5123,5125,5929,5125,6237,6310,0,0,0,0,0,0,58,34,50,263,40,10,0,4,6,1,1,5269,5268,5267,5267,5267,5270,5267,5269,5269,5918,5269,5270,5268,5268,5941,5268,5270,0,0,0,0,0,0,0,0,8,188,36,63,38,166,182,8,2,2,1,5028,5029,5028,5027,5028,5030,5028,5027,5027,5921,5027,5030,5029,5029,0,0,0,0,0,0,0,0,0,0,0,30,42,254,187,0,180,0,11,5,1,1,5138,5140,5138,5140,5138,5141,5138,5140,5942,5140,5139,5141,5139,5139,6524,5139,0,0,0,0,0,0,0,0,0,73,215,0,0,0,0,0,2,1,1,1,5368,5365,5365,5368,5366,5369,5365,5365,5368,6101,5368,5369,5366,5366,5976,5366,5369,6350,0,0,0,0,0,0,0,26,214,36,60,23,21,0,10,3,2,1,5044,5045,5044,5046,5046,5047,5044,5044,5046,5968,5046,5047,5045,5045,6600,5045,5047,0,0,0,0,0,0,0,0,1
54,182,65,36,11,63,0,2,12,3,3,5251,5250,5249,5250,5249,5252,5250,5251,5249,5959,5250,5252,0,0,0,0,0,0,0,0,0,0,0,0,0,69,185,50,152,11,182,0,3,12,3,5,5339,5341,5339,5341,5339,5342,5340,5339,5341,5341,7123,5342,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,182,0,214,0,0,13,1,5,0,5076,5075,5075,5076,5075,5077,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,36,257,0,38,214,0,8,5,4,1,5585,5586,5585,5586,5585,5588,5586,5585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,73,73,273,0,0,5,13,3,3,5032,5031,5032,5033,5032,5035,5032,5033,5031,5940,5033,5035,0,0,0,0,0,0,0,0,0,0,0,0,0,5,214,36,0,254,42,0,3,2,15,3,5127,5128,5126,5128,5128,5126,5128,5126,5126,6003,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,102,1,41,29,0,3,9,14,3,5107,5106,5106,5107,5106,5107,5106,5107,5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,180,61,242,36,244,11,3,1,7,3,5549,5550,5549,5550,5549,5551,5549,5550,5550,6160,5548,5551,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,36,73,11,182,50,4,2,11,5,5086,5088,5086,5087,5086,5089,5086,5088,5088,5906,5088,5089,5087,0,0,0,0,0,0,0,0,0,0,0,0,77,187,194,216,11,164,225,0,7,5,12,5395,5397,5397,5395,5395,5398,5395,5397,5397,5960,5396,5398,5396,5396,6190,5396,0,0,0,0,0,0,0,0,0,0
25,121,29,218,36,57,244,2,4,9,9,5041,5040,5040,5042,5040,5043,5040,5041,5041,6197,5041,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,8,158,50,36,185,11,182,2,20,15,4,5028,5027,5028,5029,5028,5030,5028,5029,5027,5918,5027,5030,5027,5029,5906,0,0,0,0,0,0,0,0,0,0,6,75,63,75,139,170,152,0,24,3,5,5021,5019,5021,5632,5021,5022,5021,5019,5019,5921,5632,5022,5632,5632,6029,5019,0,0,0,0,0,0,0,0,0,107,1,214,0,0,0,0,1,2,11,2,5609,5608,5608,5609,5608,5612,5608,5609,5610,5965,5610,5612,5609,0,0,0,0,0,0,0,0,0,0,0,0,4,36,116,63,75,154,0,1,24,9,5,5015,5017,5015,5016,5015,5018,5015,5017,5017,5933,5017,5018,5016,5016,0,0,0,0,0,0,0,0,0,0,0,97,36,29,73,11,182,73,7,2,2,0,5520,5518,5518,5519,5518,5521,5518,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,180,36,216,23,4,1,0,4,5297,5299,5297,5299,5298,5297,5297,5300,5298,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,214,77,77,0,0,0,6,10,0,2,5044,5046,5044,5046,5044,5047,5045,5044,5045,5046,6003,5047,0,0,0,0,0,0,0,0,0,0,0,0,0,44,34,11,75,50,240,88,5,6,3,0,5190,5191,5190,5192,5190,5193,5190,5191,5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,214,43,216,0,0,16,4,2,3,0,5585,5586,5586,5585,5586,5588,5586,5585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,42,77,214,40,0,4,11,4,2,5044,5046,5044,5046,5045,5047,5044,5046,5045,6003,5044,5047,5045,0,0,0,0,0,0,0,0,0,0,0,0,7,214,185,244,0,0,0,25,6,2,1,5023,5024,5025,5024,5025,5026,5025,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,50,215,182,1,11,0,4,4,2,2,5339,5341,5340,5341,5341,5342,5341,5339,5340,7123,5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,1,0,5028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,151,73,162,182,73,7,4,6,3,5076,5075,5076,5075,5076,5077,5076,5075,5075,6245,5074,5077,5074,0,0,0,0,0,0,0,0,0,0,0,0,85,182,16,94,178,223,29,1,2,20,3,5442,5444,5444,5443,5444,5447,5444,5443,5443,6056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,152,63,34,252,143,75,3,14,6,4,5495,5496,5494,5494,5494,5497,5494,5495,5496,7384,5496,5497,5496,5495,0,0,0,0,0,0,0,0,0,0,0,23,223,73,50,185,141,141,2,3,15,25,5031,5032,5032,5033,5032,5035,5032,5033,5033,5940,5033,5035,5031,5031,6730,5031,5035,0,0,0,0,0,0,0,0,30,232,36,214,188,0,0,1,1,19,7,5138,5140,5140,5138,5140,5141,5140,5139,5139,5942,5138,5141,5138,0,0,0,0,0,0,0,0,0,0,0,0,55,180,131,125,0,16,0,4,5,19,4,5256,5257,5256,5257,5256,5255,5256,5258,5255,5255,5255,5258,5257,0,0,0,0,0,0,0,0,0,0,0,0,0
129,50,81,11,178,1,36,0,18,4,4,6583,6495,6495,6582,6495,6598,6495,6583,6583,5982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,92,36,29,40,188,181,2,3,10,5,5609,5608,5608,5610,5608,5612,5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,180,188,16,40,42,0,0,3,11,2,6339,6342,6341,6341,6341,8340,6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,172,75,50,75,170,23,0,7,5,7,5505,5506,5505,5505,5507,5504,5504,5505,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,164,182,11,240,194,29,0,5,4,2,5397,5395,5395,5397,5395,5398,5395,5397,5396,5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,77,88,25,29,77,39,3,11,0,0,5372,5370,5372,5370,5372,5371,5372,5370,5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,44,182,92,29,0,16,5,0,1,1,5286,5287,5286,5285,5286,5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,182,4,65,11,29,0,5,0,0,0,5339,5340,5339,5341,5339,5342,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,218,188,44,0,34,0,5,0,1,0,5126,5128,5127,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,182,240,36,63,11,75,2,7,0,1,5190,5191,5190,5192,5190,5193,5190,5191,5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,185,11,36,75,182,0,15,2,8,5028,5027,5028,5027,5028,5030,5028,5029,5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,41,214,182,11,0,2,15,1,10,5076,5075,5075,5076,5075,5077,5074,5075,5076,6317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,29,42,244,188,0,5,7,2,5011,5014,5011,5014,5011,5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,29,182,11,181,73,73,3,3,6,2,7322,5565,7322,5566,7322,5568,7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,50,0,16,181,0,92,0,2,10,1,5609,5608,5608,5610,5608,5612,5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,11,50,75,36,182,181,4,11,2,1,5723,5716,5723,5716,5723,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,77,188,29,36,0,0,5,3,0,0,5158,5159,5159,5158,5158,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,77,261,29,261,0,0,4,5,0,0,5625,5623,5625,5623,5623,5630,5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,38,29,42,0,0,5,1,1,2,5347,5345,5347,5345,5347,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,182,75,0,74,14,0,6,7,0,0,5144,5143,5144,5142,5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,42,254,0,0,29,0,11,0,5,3,5347,5345,5347,5345,5347,5348,5347,5346,5345,6007,5345,5348,5346,0,0,0,0,0,0,0,0,0,0,0,0,109,11,75,24,63,170,75,6,4,2,2,5621,5620,5620,5621,5620,5622,5620,5621,5619,5918,5621,5622,5619,5619,6016,0,0,0,0,0,0,0,0,0,0,105,57,42,178,214,181,38,9,0,4,3,5601,5599,5599,5600,5599,5602,5599,5601,5600,6997,5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,261,131,77,244,29,36,11,8,5,4,5159,5158,5159,5160,5159,5161,5158,5159,5158,5158,6137,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,17,77,259,0,63,41,77,6,2,5,1,5098,5100,5098,5100,5100,5101,5100,5098,5098,6160,5099,5101,5099,5099,0,0,0,0,0,0,0,0,0,0,0,84,180,34,0,65,232,244,2,5,13,7,5439,5438,5439,5438,5440,5441,5439,5439,5438,6003,5438,5441,5440,5440,5993,0,0,0,0,0,0,0,0,0,0,129,50,178,1,90,168,11,1,10,16,6,6583,6582,6583,6582,6583,6598,6583,6582,6495,5982,6495,6598,6495,6495,6164,6582,0,0,0,0,0,0,0,0,0,111,256,254,29,36,92,39,6,2,9,10,5637,5639,5639,5638,5639,5640,5639,5637,5637,5987,5637,5640,5638,0,0,0,0,0,0,0,0,0,0,0,0,34,48,41,37,1,178,204,3,20,10,11,5150,5150,5151,5151,5150,5153,5152,5152,5152,5152,5151,5153,5151,5150,5947,6564,5153,6952,0,0,0,0,0,0,0,8,36,50,158,185,117,147,1,26,13,8,5028,5027,5028,5029,5028,5030,5028,5029,5027,5921,5027,5030,5027,5029,5906,5029,5030,0,0,0,0,0,0,0,0,0
77,164,194,11,112,0,182,1,8,7,7,5395,5397,5395,5397,5395,5398,5395,5397,5397,5396,5932,5398,5396,5396,6190,0,0,0,0,0,0,0,0,0,0,106,1,41,50,166,185,11,3,5,12,4,5605,5604,5604,5603,5604,5606,5604,5603,5603,6009,5603,5606,5605,5605,6176,0,0,0,0,0,0,0,0,0,0,83,223,182,180,1,178,36,5,7,10,11,5434,5435,5434,5435,5434,5437,5434,5436,5435,5436,5435,5437,6021,0,0,0,0,0,0,0,0,0,0,0,0,62,36,231,0,0,0,181,4,1,14,1,5287,5286,5286,5287,5286,5288,5287,5286,5285,5987,5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,65,77,63,102,236,16,1,9,10,6,5269,5267,5268,5267,5267,5270,5267,5269,5269,6138,5269,5270,5268,5268,0,0,0,0,0,0,0,0,0,0,0,70,181,185,11,50,182,0,6,7,3,2,5359,5358,5358,5359,5358,5360,5357,5358,5359,5359,5357,5360,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,210,206,50,75,75,4,9,6,7,5083,5084,5084,5083,5084,5085,5084,5082,5082,6405,5083,5085,5083,5082,0,0,0,0,0,0,0,0,0,0,0,31,188,40,43,214,36,0,3,2,7,2,5136,5134,5136,7325,5136,5137,5136,7325,7325,5918,7325,5137,0,0,0,0,0,0,0,0,0,0,0,0,0,69,50,65,44,11,182,81,6,12,5,1,5339,5341,5339,5340,5339,5342,5339,5341,5341,7123,5341,5342,5340,0,0,0,0,0,0,0,0,0,0,0,0,14,41,214,23,0,0,261,10,0,3,2,5075,5076,5075,5076,5075,5077,5075,5076,5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
