"p0_heroid","p0_item0","p0_item1","p0_item2","p0_item3","p0_item4","p0_item5","p0_deaths","p0_denies","p0_assists","p0_kills","player_0_l0","player_0_l1","player_0_l2","player_0_l3","player_0_l4","player_0_l5","player_0_l6","player_0_l7","player_0_l8","player_0_l9","player_0_l10","player_0_l11","player_0_l12","player_0_l13","player_0_l14","player_0_l15","player_0_l16","player_0_l17","player_0_l18","player_0_l19","player_0_l20","player_0_l21","player_0_l22","player_0_l23","player_0_l24","p1_heroid","p1_item0","p1_item1","p1_item2","p1_item3","p1_item4","p1_item5","p1_deaths","p1_denies","p1_assists","p1_kills","player_1_l0","player_1_l1","player_1_l2","player_1_l3","player_1_l4","player_1_l5","player_1_l6","player_1_l7","player_1_l8","player_1_l9","player_1_l10","player_1_l11","player_1_l12","player_1_l13","player_1_l14","player_1_l15","player_1_l16","player_1_l17","player_1_l18","player_1_l19","player_1_l20","player_1_l21","player_1_l22","player_1_l23","player_1_l24","p2_heroid","p2_item0","p2_item1","p2_item2","p2_item3","p2_item4","p2_item5","p2_deaths","p2_denies","p2_assists","p2_kills","player_2_l0","player_2_l1","player_2_l2","player_2_l3","player_2_l4","player_2_l5","player_2_l6","player_2_l7","player_2_l8","player_2_l9","player_2_l10","player_2_l11","player_2_l12","player_2_l13","player_2_l14","player_2_l15","player_2_l16","player_2_l17","player_2_l18","player_2_l19","player_2_l20","player_2_l21","player_2_l22","player_2_l23","player_2_l24","p3_heroid","p3_item0","p3_item1","p3_item2","p3_item3","p3_item4","p3_item5","p3_deaths","p3_denies","p3_assists","p3_kills","player_3_l0","player_3_l1","player_3_l2","player_3_l3","player_3_l4","player_3_l5","player_3_l6","player_3_l7","player_3_l8","player_3_l9","player_3_l10","player_3_l11","player_3_l12","player_3_l13","player_3_l14","player_3_l15","player_3_l16","player_3_l17","player_3_l18","player_3_l19","player_3_l20","player_3_l21","player_3_l22","player_3_l23","player_3_l24","p4_heroid","p4_item0","p4_item1","p4_item2","p4_item3","p4_item4","p4_item5","p4_deaths","p4_denies","p4_assists","p4_kills","player_4_l0","player_4_l1","player_4_l2","player_4_l3","player_4_l4","player_4_l5","player_4_l6","player_4_l7","player_4_l8","player_4_l9","player_4_l10","player_4_l11","player_4_l12","player_4_l13","player_4_l14","player_4_l15","player_4_l16","player_4_l17","player_4_l18","player_4_l19","player_4_l20","player_4_l21","player_4_l22","player_4_l23","player_4_l24","p128_heroid","p128_item0","p128_item1","p128_item2","p128_item3","p128_item4","p128_item5","p128_deaths","p128_denies","p128_assists","p128_kills","player_128_l0","player_128_l1","player_128_l2","player_128_l3","player_128_l4","player_128_l5","player_128_l6","player_128_l7","player_128_l8","player_128_l9","player_128_l10","player_128_l11","player_128_l12","player_128_l13","player_128_l14","player_128_l15","player_128_l16","player_128_l17","player_128_l18","player_128_l19","player_128_l20","player_128_l21","player_128_l22","player_128_l23","player_128_l24","p129_heroid","p129_item0","p129_item1","p129_item2","p129_item3","p129_item4","p129_item5","p129_deaths","p129_denies","p129_assists","p129_kills","player_129_l0","player_129_l1","player_129_l2","player_129_l3","player_129_l4","player_129_l5","player_129_l6","player_129_l7","player_129_l8","player_129_l9","player_129_l10","player_129_l11","player_129_l12","player_129_l13","player_129_l14","player_129_l15","player_129_l16","player_129_l17","player_129_l18","player_129_l19","player_129_l20","player_129_l21","player_129_l22","player_129_l23","player_129_l24","p130_heroid","p130_item0","p130_item1","p130_item2","p130_item3","p130_item4","p130_item5","p130_deaths","p130_denies","p130_assists","p130_kills","player_130_l0","player_130_l1","player_130_l2","player_130_l3","player_130_l4","player_130_l5","player_130_l6","player_130_l7","player_130_l8","player_130_l9","player_130_l10","player_130_l11","player_130_l12","player_130_l13","player_130_l14","player_130_l15","player_130_l16","player_130_l17","player_130_l18","player_130_l19","player_130_l20","player_130_l21","player_130_l22","player_130_l23","player_130_l24","p131_heroid","p131_item0","p131_item1","p131_item2","p131_item3","p131_item4","p131_item5","p131_deaths","p131_denies","p131_assists","p131_kills","player_131_l0","player_131_l1","player_131_l2","player_131_l3","player_131_l4","player_131_l5","player_131_l6","player_131_l7","player_131_l8","player_131_l9","player_131_l10","player_131_l11","player_131_l12","player_131_l13","player_131_l14","player_131_l15","player_131_l16","player_131_l17","player_131_l18","player_131_l19","player_131_l20","player_131_l21","player_131_l22","player_131_l23","player_131_l24","p132_heroid","p132_item0","p132_item1","p132_item2","p132_item3","p132_item4","p132_item5","p132_deaths","p132_denies","p132_assists","p132_kills","player_132_l0","player_132_l1","player_132_l2","player_132_l3","player_132_l4","player_132_l5","player_132_l6","player_132_l7","player_132_l8","player_132_l9","player_132_l10","player_132_l11","player_132_l12","player_132_l13","player_132_l14","player_132_l15","player_132_l16","player_132_l17","player_132_l18","player_132_l19","player_132_l20","player_132_l21","player_132_l22","player_132_l23","player_132_l24","class"
34,1,178,104,41,232,48,5,2,6,3,5150,5152,5152,5151,5152,5153,5152,5151,5151,5151,5150,5153,5150,5947,5150,6141,6952,5153,0,0,0,0,0,0,0,28,1,152,172,63,55,98,5,0,8,5,5116,5115,5116,5114,5116,5117,5116,5114,5114,6009,5114,5117,5115,5115,6889,5115,5117,6121,6890,0,0,0,0,0,0,26,214,152,40,36,108,277,9,1,4,8,5044,5046,5044,5046,5044,5047,5044,5045,5968,5046,5046,5047,5045,5045,6600,5045,5047,6235,6678,0,0,0,0,0,0,33,116,1,178,235,0,0,8,1,7,3,5146,5148,5148,5146,5148,5149,5148,5146,5146,5919,5147,5149,5147,5147,5951,5147,5149,6649,6065,0,0,0,0,0,0,56,98,63,187,75,75,168,12,5,4,1,5260,5261,5260,5259,5260,7319,5259,5259,5260,5261,7319,5932,5259,5261,6104,5261,7319,5944,6620,0,0,0,0,0,0,46,50,116,1,139,102,168,3,26,9,5,5194,5196,5194,5196,5194,5197,5195,5194,5195,6016,5195,5195,5196,5196,5197,6938,5197,6545,6071,0,0,0,0,0,0,53,250,116,225,63,166,133,2,1,14,6,5247,5246,5247,5245,5247,5248,5247,5246,5246,5939,5246,5248,5245,5245,6004,5245,5248,6210,6539,0,0,0,0,0,0,7,214,1,178,108,102,0,8,5,5,2,5023,5024,5025,5025,5025,5026,5025,5024,5023,6006,5024,5026,5024,5023,6141,5023,5026,6425,0,0,0,0,0,0,0,75,77,249,108,40,96,220,4,17,9,17,5377,5378,5378,5379,5378,5380,5378,5379,5379,6016,5380,5379,5377,5377,6878,5377,5380,5944,6879,0,0,0,0,0,0,21,108,116,26,40,48,158,3,1,6,8,5131,5132,5131,5130,5131,5133,5131,5130,5130,5132,6160,5133,5130,5132,6562,5132,5133,6144,6992,0,0,0,0,0,0,0
74,108,77,100,43,50,0,5,0,15,5,5372,5371,5370,5372,5372,5371,5372,5372,5371,6811,5372,5371,5372,5371,7148,6656,5371,5371,5370,5370,5370,5370,5370,5370,6098,6,63,116,263,249,139,26,3,1,6,10,5019,5021,5019,5632,5021,5022,5021,5019,5632,5918,5021,5022,5632,5632,6029,5019,5022,6634,6804,0,0,0,0,0,0,100,240,226,181,267,40,29,3,2,21,2,7322,5566,5565,7322,7322,5568,7322,5565,5566,6007,5566,5568,5565,5566,6195,5568,5565,6961,0,0,0,0,0,0,0,114,50,116,75,75,152,252,5,1,14,7,5723,5716,5716,5723,5721,5723,5723,5716,5716,5725,5725,5906,5721,5721,7038,5721,5725,6303,7025,0,0,0,0,0,0,5,116,108,218,1,36,214,7,1,15,5,5127,5128,5126,5128,5128,5129,5126,5126,5128,6003,5126,5127,5129,5127,7042,5127,5129,6520,0,0,0,0,0,0,0,8,145,0,50,52,32,0,6,6,3,2,5028,5027,5028,5029,5028,5030,5028,5029,5029,5921,5029,5030,5027,5027,5906,5027,5030,0,0,0,0,0,0,0,0,3,48,36,232,23,0,0,7,4,12,2,5014,5011,5011,5014,5011,5013,5011,5014,5012,6003,5014,5013,5012,5012,6447,5012,5013,0,0,0,0,0,0,0,0,59,26,73,151,263,29,73,8,7,7,4,5272,5273,5272,5273,7300,5274,5272,5272,5273,5938,5273,5274,7300,7300,6380,7300,5274,0,0,0,0,0,0,0,0,121,77,232,180,96,0,0,5,6,9,3,8000,8007,8000,8007,8000,6491,8000,8006,8007,6141,6491,8007,8006,8006,6197,8006,6491,8003,0,0,0,0,0,0,0,26,40,152,63,277,108,1,4,5,2,11,5044,5046,5044,5046,5044,5047,5044,5045,5045,5968,5045,5047,5045,5046,5957,5046,5047,6235,0,0,0,0,0,0,0,1
75,214,23,65,36,77,77,5,4,4,0,5377,5378,5377,5379,5377,5380,5377,5379,5379,6016,5379,5380,5378,5378,6008,0,0,0,0,0,0,0,0,0,0,16,100,182,36,1,0,29,6,0,4,2,5102,5104,5103,5103,5102,5105,5102,5102,5103,5959,5105,5103,5104,5104,6409,5105,6004,5104,0,0,0,0,0,0,0,79,65,29,36,232,100,0,5,1,5,2,5423,5422,5423,5421,5423,5425,5423,6317,5422,5422,5422,5425,5421,5421,6141,5421,0,0,0,0,0,0,0,0,0,17,77,244,121,29,0,259,6,10,1,5,5098,5100,5098,5100,5098,5101,5098,5100,6160,5099,5100,5101,5099,5099,0,0,0,0,0,0,0,0,0,0,0,26,77,77,29,108,16,0,9,12,3,0,5044,5046,5044,5046,5044,5047,5044,5046,5045,6003,5045,5047,5045,5045,0,0,0,0,0,0,0,0,0,0,0,85,36,92,90,42,231,0,1,0,17,3,5442,5444,5444,5442,5444,5447,5444,5442,5442,5911,5447,5443,5443,5443,6155,5443,5447,6972,0,0,0,0,0,0,0,13,1,100,48,77,0,123,3,11,12,6,5072,5069,5069,5071,5069,5073,5069,5071,5071,5071,5073,5072,5921,5072,5968,5072,5073,6219,0,0,0,0,0,0,0,88,204,77,0,180,0,176,4,0,9,9,5462,5464,5464,5462,5464,5465,5464,5462,5462,5949,5463,5465,5463,5463,6141,5463,5465,6130,0,0,0,0,0,0,0,129,50,143,36,73,1,168,1,1,12,7,6583,6495,6583,6582,6583,6598,6583,6495,6495,5982,6495,6598,6582,6582,6164,6582,6598,0,0,0,0,0,0,0,0,42,50,1,0,112,114,137,0,15,13,6,5086,5088,5086,5087,5086,5089,5086,5088,5088,5906,5088,5089,5087,5087,6822,5087,5089,7108,0,0,0,0,0,0,0,0
101,206,96,48,41,100,77,5,3,8,11,5581,5582,5581,5582,5581,5581,5582,5582,5584,5925,5583,5584,5583,6884,5583,5583,5584,6885,6921,0,0,0,0,0,0,47,127,88,226,206,77,231,4,1,19,8,5219,5218,5218,5219,5218,5221,5218,5219,5219,6565,5220,5221,5220,5220,6156,5220,5221,6165,6819,0,0,0,0,0,0,36,231,242,244,0,36,1,4,3,16,3,5159,5158,5158,5160,5158,5161,5158,5159,5159,5939,5159,5161,5160,7111,5160,5160,5161,6000,0,0,0,0,0,0,0,8,154,225,139,158,50,249,2,18,5,9,5028,5028,5027,5029,5028,5030,5028,5027,5027,5921,5027,5030,5029,5029,5906,5029,5030,6004,6662,0,0,0,0,0,0,74,48,77,267,108,256,0,3,5,16,3,5370,5371,5371,5370,5371,5370,5371,5370,5371,7390,5371,5372,5371,5372,5372,6097,5372,5372,5372,5372,6656,5370,5370,5370,6099,121,201,180,37,77,0,0,5,2,11,2,8007,8000,8000,8007,8000,6491,8006,8000,8006,6141,8007,6491,8006,8006,6326,8007,6491,8003,0,0,0,0,0,0,0,129,50,182,178,137,21,11,8,8,5,1,6583,6495,6583,6582,6583,6598,6583,6495,6495,5982,6495,6598,6582,6164,6582,6582,6598,6759,0,0,0,0,0,0,0,14,180,127,1,182,244,131,7,0,5,4,5075,5074,5075,5076,5075,5077,5075,5076,5076,6245,5076,5077,5074,5077,5074,7142,5074,5951,0,0,0,0,0,0,0,4,36,50,127,116,154,75,8,7,5,6,5015,5017,5015,5016,5015,5018,5015,5017,5017,5933,5018,5016,5017,5016,6311,5016,5018,6111,6230,0,0,0,0,0,0,64,215,231,108,38,36,0,6,4,8,5,5299,5298,5299,5297,5299,5300,5299,5297,5297,6051,5297,5300,5298,5298,6381,5298,5300,6661,6538,0,0,0,0,0,0,1
113,166,65,223,63,75,75,1,20,2,6,5679,5677,5677,5679,5677,5683,5677,5679,5679,5907,5678,5683,5678,5678,0,0,0,0,0,0,0,0,0,0,0,6,236,75,75,63,75,75,3,13,4,2,5019,5021,5019,5632,5021,5022,5021,5021,5632,5019,5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,181,40,223,214,0,0,1,0,9,4,5434,5435,5435,5434,5434,5437,5434,5436,5436,6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,94,182,81,194,36,0,3,7,6,7230,5172,7230,5172,7230,5177,7230,5172,5172,5987,5168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,36,57,180,43,0,40,1,6,9,1,5297,5299,5299,5298,5299,5300,5299,5298,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,44,216,216,29,0,36,6,0,4,1,5585,5586,5586,5585,5585,5588,5585,5586,5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,244,182,92,39,44,50,4,3,0,2,5286,5287,5286,5285,5286,5288,5286,5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,77,237,41,63,77,241,2,4,0,1,5111,5110,5110,5111,5111,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,178,1,29,0,164,0,3,3,4,1,5256,5257,5256,5257,5256,5255,5258,5256,5255,5255,5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,73,73,65,0,36,5,5,2,1,5086,5088,5088,5087,5088,5086,5088,5086,5089,5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,252,50,11,75,181,182,2,8,10,4,5723,5716,5723,5721,5723,5716,5723,5716,5716,5906,5725,5725,0,0,0,0,0,0,0,0,0,0,0,0,0,106,50,41,0,36,223,185,2,13,4,10,5605,5604,5605,5603,5605,5606,5603,5604,5605,6009,5604,5606,5604,5603,6176,0,0,0,0,0,0,0,0,0,0,10,75,75,63,176,26,75,2,34,2,7,5055,5053,5055,5053,5055,5052,5055,5053,5053,6029,5057,5057,5052,5052,0,0,0,0,0,0,0,0,0,0,0,129,50,81,223,168,178,36,0,19,9,5,6583,6495,6583,6582,6583,6598,6583,6495,6495,5982,6495,6598,6582,6582,6164,0,0,0,0,0,0,0,0,0,0,101,36,29,0,77,206,0,6,0,10,4,5581,5582,5581,5582,5581,5583,5581,5583,5583,5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,77,77,36,25,63,0,6,13,2,3,5372,5370,5372,5370,5372,5371,5372,5371,5372,6811,5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,50,185,0,0,0,0,7,8,1,3,5247,5246,5247,5245,5247,5248,5247,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,223,0,0,7,13,3,2,5651,5652,5651,5653,5651,5654,5651,5652,6366,5654,5652,5652,0,0,0,0,0,0,0,0,0,0,0,0,0,44,75,240,34,50,8,182,7,6,3,1,5192,5190,5192,5190,5191,5193,5190,5190,5191,5938,5191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,36,0,180,0,3,2,3,0,5233,5235,5234,5233,5235,5233,7304,5235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,0,0,0,0,0,0,3,9,1,2,5605,5603,5605,5603,5605,5606,5604,5603,5603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,26,182,75,75,240,2,0,1,0,5192,5191,5190,5190,5190,5193,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,181,0,0,240,0,3,15,0,4,5723,5716,5723,5716,5723,5716,5723,5721,5716,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,152,41,29,77,0,0,5,9,2,2,5044,5046,5044,5046,5044,5047,5044,5045,5045,5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,1,11,1,0,5581,5582,5581,5582,5581,5583,5581,5582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,38,180,19,36,0,39,2,3,3,4,5462,5464,5462,5463,5462,5465,5462,5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,7,36,41,11,182,7,2,3,4,2,6344,7307,6344,7307,6344,6343,6461,6344,7307,7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,178,36,180,185,162,182,2,10,1,3,5263,5265,5263,5265,5263,5266,5264,5263,5265,6007,5265,5264,0,0,0,0,0,0,0,0,0,0,0,0,0,72,50,75,261,75,36,28,3,8,2,3,5361,5363,5361,5362,5361,5364,5361,5363,5362,5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,75,36,182,63,174,11,0,11,4,2,5467,5469,5467,5469,5468,5467,5467,5469,5469,7029,5470,5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,145,208,147,123,63,24,7,9,1,7,5003,7314,5004,7314,7314,5003,5006,7314,5004,5906,5004,5006,5004,5003,5929,5003,5006,6012,6607,0,0,0,0,0,0,11,26,116,152,149,135,63,11,9,5,6,5062,5059,5060,5062,5059,5062,5060,5062,5064,5906,5063,5064,5063,5063,6141,5063,5064,6670,0,0,0,0,0,0,0,7,226,50,1,41,60,149,10,5,8,4,5023,5025,5024,5024,5025,5026,5025,5025,5024,5024,5939,5026,5023,5970,5023,5023,5026,6425,0,0,0,0,0,0,0,111,231,92,218,0,40,232,9,2,10,3,5637,5639,5639,5638,5639,5640,5639,5637,5638,5987,5637,5640,5637,5638,6056,5638,5640,6970,0,0,0,0,0,0,0,44,50,98,116,168,0,75,6,6,5,4,5190,5191,5190,5192,5190,5193,5190,5191,5191,5938,5191,5193,5192,5192,6801,5192,5193,7011,6847,0,0,0,0,0,0,63,168,92,250,123,50,218,8,4,15,8,5290,5291,5290,5291,5290,5292,5290,5289,5291,6200,5291,5292,5289,5289,6987,5289,5292,6989,6131,0,0,0,0,0,0,10,139,123,147,63,75,75,3,11,21,5,5055,5053,5055,5053,5057,5055,5055,5053,5052,6029,5053,5057,5052,5052,5907,5052,5057,6927,6698,0,0,0,0,0,0,91,37,116,231,135,168,36,5,2,22,8,5485,5486,5486,5485,5486,5485,5488,5486,5487,6253,5487,5485,5487,5488,6265,5487,5488,6924,6808,0,0,0,0,0,0,22,29,110,1,259,232,108,6,4,24,7,5110,5111,5110,5111,5110,5113,5110,5111,5111,5987,5112,5113,5112,5112,6157,5113,5112,6518,6501,0,0,0,0,0,0,21,1,250,135,108,116,48,3,3,9,15,5132,5131,5131,5132,5131,5133,5132,5131,5130,5130,5130,5133,5130,6413,5944,5132,5133,6144,6561,0,0,0,0,0,0,0
84,231,11,43,108,232,65,0,5,17,5,5439,5438,5439,5438,5439,5441,5438,5438,5439,6003,5440,5441,5440,5440,5440,5993,5441,6183,0,0,0,0,0,0,0,32,174,143,182,36,50,154,1,9,15,9,5144,5143,5142,5144,5144,5145,5144,5143,5143,6014,5143,5145,5142,5142,7045,5142,5145,6865,0,0,0,0,0,0,0,121,29,1,232,96,42,36,1,1,16,7,8000,8006,8007,8000,8000,6491,8000,8006,6007,8006,8006,6491,8007,8007,6197,8007,6491,8003,0,0,0,0,0,0,0,98,100,178,121,0,29,119,2,1,10,7,5526,5524,5526,5525,5526,5527,5526,5524,5525,5525,5525,5527,5524,5524,5996,6948,5527,5951,6223,0,0,0,0,0,0,114,158,50,181,116,182,145,0,17,12,4,5723,5716,5723,5716,5723,5725,5723,5716,5721,5906,5716,5725,5721,5721,6421,5721,5725,6303,0,0,0,0,0,0,0,62,94,240,261,180,42,11,9,1,1,0,5286,5287,5285,5285,5285,5288,5285,5287,5286,5987,5286,5288,5286,5287,6020,5287,5288,0,0,0,0,0,0,0,0,2,0,127,1,29,125,36,8,1,2,1,5007,5009,5008,5009,5009,5010,5009,5007,5007,6210,5007,5010,5008,6141,5008,5008,0,0,0,0,0,0,0,0,0,74,36,216,102,92,43,29,4,2,2,0,5370,5371,5370,5371,5370,5371,5370,5371,5371,5370,5370,5371,5371,7390,7148,5370,5372,0,0,0,0,0,0,0,0,109,63,154,36,52,75,75,4,2,0,1,5621,5620,5620,5621,5620,5622,5620,5621,5619,5918,5621,5622,5619,5619,5903,5619,5622,0,0,0,0,0,0,0,0,82,152,18,73,63,176,236,9,2,0,2,5431,7318,5433,5430,5431,5431,5431,5430,7318,5433,6115,7318,7318,5430,5972,5430,5433,7027,0,0,0,0,0,0,0,1
46,1,63,75,116,168,75,1,16,10,14,5196,5194,5194,5196,5194,5197,5194,5195,5195,5195,6016,5195,5196,5196,5919,5197,5197,6545,0,0,0,0,0,0,0,39,100,77,36,63,0,116,4,6,11,13,5173,5174,5173,5175,5173,5175,5175,5175,5176,6009,5174,5176,5174,5174,6210,0,0,0,0,0,0,0,0,0,0,14,214,36,178,127,244,131,3,1,8,7,5076,5075,5075,5076,5075,5077,5075,5074,5076,6245,5076,5077,5074,0,0,0,0,0,0,0,0,0,0,0,0,32,174,63,75,170,75,36,3,8,11,5,5144,5143,5144,5143,5144,5145,5144,5143,5143,6014,5142,5145,5142,5142,7045,0,0,0,0,0,0,0,0,0,0,26,16,214,42,1,16,23,3,4,15,3,5044,5046,5046,5045,5046,5047,5046,5044,5044,6003,5044,5047,5045,0,0,0,0,0,0,0,0,0,0,0,0,28,36,100,63,181,182,11,9,5,6,2,5116,5115,5116,5114,5116,5117,5116,5115,5114,5115,5969,5117,5115,5114,0,0,0,0,0,0,0,0,0,0,0,112,180,178,0,42,34,77,9,5,4,1,5651,5652,5652,5653,5652,5654,5652,5653,5653,5651,6007,5654,5651,0,0,0,0,0,0,0,0,0,0,0,0,64,100,180,36,216,0,0,10,4,2,1,5299,5297,5299,5297,5299,5297,5299,5300,5297,5949,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,187,63,11,1,38,178,10,8,4,5,5024,5025,5024,5025,5023,5026,5024,5024,5025,5025,5939,5026,5023,0,0,0,0,0,0,0,0,0,0,0,0,109,185,147,63,65,39,75,4,13,2,5,5621,5620,5620,5621,5620,5621,5620,5621,5622,5918,5619,5622,5619,5619,5903,5619,0,0,0,0,0,0,0,0,0,1
112,188,178,180,0,0,0,0,4,10,0,5651,5653,5652,5652,5652,5654,5652,5651,5651,6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145,75,75,63,170,265,2,43,1,5,5003,5004,5003,7314,5003,5006,7314,5004,5004,5906,5004,5006,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,180,178,0,0,0,1,1,14,1,5023,5025,5024,5025,5025,5026,5025,5023,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,36,244,16,16,16,29,4,10,8,11,5412,7309,5412,5414,5412,7309,5412,7309,7309,5903,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,104,65,48,75,44,14,1,11,2,7,5679,5677,5677,5679,5677,5683,5679,5679,5677,5950,5678,5683,5678,5678,0,0,0,0,0,0,0,0,0,0,0,44,182,11,240,50,8,0,4,8,3,2,5190,5191,5190,5192,5190,5193,5190,5191,5191,5938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,0,0,0,180,0,9,0,3,3,5377,5379,5377,5378,5377,5380,5377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,77,77,77,214,0,2,18,0,1,5044,5046,5046,5044,5046,5047,5046,5045,5044,5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,214,261,261,0,265,5,13,3,1,5076,5075,5075,5076,5075,5077,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,182,44,29,216,178,0,6,1,0,1,6583,6582,6495,6583,6583,6598,6582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,261,63,36,75,75,75,4,2,4,1,5028,5029,5028,5027,5028,5030,5028,5029,5029,5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,166,0,38,0,29,182,6,5,5,5,6344,7307,6344,6461,6344,6343,6344,6461,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,181,34,261,180,261,0,6,4,6,3,5179,5178,5179,5180,5179,5181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,36,42,214,4,182,0,5,0,3,5,5585,5586,5585,5586,5585,5588,5585,5587,5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,77,77,36,29,244,28,5,8,6,0,5372,5371,5372,5370,5372,5370,5372,5370,5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,241,0,164,36,29,0,1,6,8,5,5412,7309,5412,7309,5412,7309,5412,5414,7309,5415,5414,5416,5903,5414,0,0,0,0,0,0,0,0,0,0,0,90,214,0,36,0,102,0,3,0,11,2,5471,5473,5473,5471,5473,7316,5476,5473,5471,5919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,180,34,44,0,92,0,6,3,13,1,5233,5234,5235,5233,5235,7304,5235,5235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,50,73,178,36,81,90,0,15,5,9,6583,6495,6583,6495,6583,6598,6583,6495,6582,5982,6495,6598,6582,0,0,0,0,0,0,0,0,0,0,0,0,52,206,214,77,36,31,57,4,13,7,8,5242,5241,5242,5241,5242,5244,5242,5241,5241,6006,5243,5244,5243,0,0,0,0,0,0,0,0,0,0,0,0,0
59,63,210,151,0,156,154,8,21,7,3,5272,5273,5272,5273,5272,7300,5274,5272,5273,5938,5273,5274,7300,7300,6380,7300,5274,6080,7143,0,0,0,0,0,0,97,102,180,1,110,40,0,7,0,11,3,5520,5518,5518,5520,5518,5521,5518,5520,5520,5959,5519,5519,5521,5519,5519,6690,5521,6507,0,0,0,0,0,0,0,103,190,65,180,110,273,37,7,2,8,4,5591,5593,5591,5589,5591,5594,5591,5589,5589,5918,5589,5594,5593,5593,6138,5593,5594,6378,6720,0,0,0,0,0,0,25,152,100,180,277,168,36,6,0,9,4,5041,5042,5041,5040,5041,5043,5041,5040,5040,6197,5040,5043,5042,5042,6388,5042,5043,6313,0,0,0,0,0,0,0,17,96,250,121,9,259,40,6,6,7,10,5098,5100,5098,5100,5100,5101,5100,5098,6160,5098,5099,5101,5099,5099,5976,5099,5101,5907,6908,0,0,0,0,0,0,20,166,152,67,29,263,75,6,1,11,5,5122,5123,5122,5124,5123,5125,5123,5123,5124,6138,5122,5125,5122,5124,5929,5124,5125,6978,6310,0,0,0,0,0,0,55,231,210,90,164,96,0,5,3,17,5,5256,5255,5256,5255,5256,5255,5256,5258,5255,5968,5258,5257,5257,5257,6730,5258,5257,6624,6047,0,0,0,0,0,0,30,24,63,152,108,40,116,6,0,8,5,5138,5140,5138,5140,5138,5141,5140,5140,5138,5933,5139,5141,6524,5139,5139,5139,5141,5998,6298,0,0,0,0,0,0,2,116,48,226,1,9,127,5,1,14,8,5009,5007,5008,5009,5009,5010,5009,5007,5007,6210,5008,5010,5007,5008,6141,5008,5010,6308,6102,0,0,0,0,0,0,8,145,108,247,48,147,139,2,21,8,11,5028,5027,5027,5029,5027,5030,5027,5028,5028,5921,5030,5028,5029,5029,5906,5029,5030,6004,6662,0,0,0,0,0,0,0
