107,174,117,0,0,1,0,5609,5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,299,340,0,0,0,6,5173,5174,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,141,23,0,0,1,0,5637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,464,368,1,0,0,5,5055,5053,5055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,288,244,0,0,0,0,5116,5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,166,96,0,1,0,0,6344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,257,244,0,0,0,2,5196,5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,866,404,0,0,0,0,5159,5158,5158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,125,40,0,0,0,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
120,349,398,5,0,3,10,6344,7307,6344,6461,6344,6343,6344,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,301,344,0,0,0,17,5144,5143,5142,5144,5144,5145,5144,5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,205,298,1,1,10,1,5023,5024,5025,5025,5025,5026,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,218,243,3,0,7,0,5127,5128,5127,5126,5128,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,352,323,2,1,6,16,5361,5362,5361,5363,5361,5364,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,342,313,1,2,0,10,5723,5716,5723,5721,5723,5716,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,263,262,1,4,0,0,5256,5257,5256,5257,5256,5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,167,131,0,3,1,1,5074,5076,5075,5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,163,138,0,6,2,1,5107,5106,5106,5107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,429,337,0,0,0,14,5028,5027,5028,5029,5028,5030,5028,5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1
17,1217,1394,2,2,4,2,5098,5100,5098,5100,5098,5100,5101,5100,5098,6160,5099,5101,5099,5099,6916,5099,5101,5907,0,0,0,0,0,0,0,42,1302,1745,7,2,10,7,5087,5088,5086,5086,5087,5089,5088,5088,5088,5906,5087,5089,5086,5086,5087,6822,5089,6201,6566,0,0,0,0,0,0,14,1058,2022,6,3,9,10,5074,5076,5076,5075,5075,5077,5076,5076,6317,5075,5074,5077,5074,5074,5075,6560,5077,5951,6023,0,0,0,0,0,0,87,848,1706,3,4,20,3,5458,5460,5458,5460,5458,5461,5460,5459,5459,5459,5461,5459,5458,5460,5959,6056,5461,6215,6812,0,0,0,0,0,0,44,1586,1956,18,4,3,1,5190,5192,5190,5191,5190,5193,5190,5191,5191,5938,5191,5193,5192,5192,6289,5192,5193,7011,6192,0,0,0,0,0,0,120,798,1826,3,5,6,5,6344,7307,7307,6344,7307,6343,7307,6461,6344,6160,6344,6343,6461,6461,9135,6461,6343,9060,9061,0,0,0,0,0,0,8,747,1418,2,5,4,4,5028,5027,5028,5027,5028,5030,5029,5028,5027,5918,5027,5030,5029,5029,5029,5906,5030,6004,0,0,0,0,0,0,0,27,699,1694,4,10,8,1,5078,5080,5078,5079,5078,5081,5078,5080,5080,5080,5079,5081,5079,6017,5081,6197,6295,5079,6521,0,0,0,0,0,0,7,590,1356,3,10,6,2,5023,5024,5025,5025,5025,5026,5023,5025,5023,5023,5939,5026,5024,6141,6425,0,0,0,0,0,0,0,0,0,0,22,547,1165,2,8,4,3,5110,5111,5111,5112,5111,5113,5111,5112,5112,5933,5110,5113,5112,5110,5110,6141,5113,5951,0,0,0,0,0,0,0,38,15,1
105,621,1435,3,4,8,3,5601,5599,5601,5599,5599,5602,5600,5599,5600,6317,5602,5600,5600,5601,5980,5601,5602,5957,0,0,0,0,0,0,0,91,1046,1471,6,6,21,2,5485,5486,5486,5487,5487,5488,5486,5486,5487,6253,5488,5487,5485,5485,6265,5485,5488,5957,6808,0,0,0,0,0,0,45,1129,1696,11,4,12,4,5187,5186,5186,5187,5186,5189,5186,5187,5188,5188,5189,5918,5187,5188,6859,5188,5189,6541,6403,0,0,0,0,0,0,17,1074,1479,5,4,9,1,5098,5100,5100,5099,5098,5101,5100,5098,5098,7936,5101,5100,5099,5099,6916,5099,5101,5907,6908,0,0,0,0,0,0,41,1185,1609,8,4,16,5,5182,5184,5184,5182,5184,5185,5184,5691,5182,5938,5182,5185,5691,5691,6807,5691,5185,6128,6651,0,0,0,0,0,0,104,829,1788,4,8,1,9,5597,5596,5597,5596,5597,5598,5597,5596,5596,5982,5595,5598,5595,5595,5907,5595,5598,6526,6218,0,0,0,0,0,0,22,764,1025,6,6,7,2,5110,5112,5110,5111,5111,5113,5111,5111,5110,5110,5933,5113,5112,5112,6141,5112,5113,5951,0,0,0,0,0,0,0,33,722,1035,1,8,11,12,5147,5146,5147,5148,5147,5149,5147,5146,5146,6138,5146,5149,5148,5148,5951,5148,5149,6649,0,0,0,0,0,0,0,47,963,1883,4,5,7,0,5219,5220,5219,5220,5219,5221,5219,5218,5220,6565,5220,5221,5218,5218,6156,5218,5221,6165,6819,0,0,0,0,0,0,62,766,1805,6,6,7,0,5286,5285,5286,5285,5286,5288,5286,5287,5285,5918,5285,5288,5287,5287,6020,5287,5288,6018,6613,0,0,0,0,0,0,33,21,1
79,714,1077,3,3,5,1,5423,5422,5423,5422,5423,5425,5423,5421,5422,7061,5422,5425,5421,5421,6141,5421,5425,6542,0,0,0,0,0,0,0,43,1073,1461,5,2,11,8,5685,5090,5685,5090,5685,5093,5685,5090,5090,5940,5091,5093,5091,5091,6628,5091,5093,6367,6191,0,0,0,0,0,0,104,1049,1377,5,2,14,4,5595,5597,5595,5596,5595,5598,5595,5596,5596,5596,5982,5598,5597,5597,5597,5907,5598,6526,6218,0,0,0,0,0,0,2,1177,1465,11,6,8,1,5009,5007,5008,5009,5009,5010,5009,5007,5007,6210,5008,5010,5007,5008,6160,5008,5010,6815,6102,0,0,0,0,0,0,68,958,1265,6,2,12,2,5347,5345,5347,5345,5345,5348,5347,5347,5345,5989,5346,5348,5346,5346,6352,5346,5348,6291,0,0,0,0,0,0,0,36,665,1010,4,4,6,5,5158,5159,5159,5158,5158,5161,5158,5160,5159,5939,5159,5161,5160,5160,7111,5160,5161,6000,0,0,0,0,0,0,0,21,691,1152,5,4,7,1,5130,5132,5131,5131,5131,5133,5131,5130,5130,6160,5133,5130,5132,5132,6562,5132,5133,6144,0,0,0,0,0,0,0,93,753,1134,3,8,4,16,5495,5496,5494,5494,5494,5497,5494,5495,5495,7384,5495,5497,5496,5496,5907,5496,5497,6147,0,0,0,0,0,0,0,57,375,847,0,9,6,1,5263,5265,5264,5263,5263,5266,5263,5265,5264,5265,5265,6007,5266,5264,6372,5264,5266,6300,0,0,0,0,0,0,0,54,771,874,1,6,5,3,5250,5249,5251,5250,5250,5252,5250,5249,5251,5906,5249,5252,5249,5251,5919,5251,5252,5973,0,0,0,0,0,0,0,31,15,1
101,870,1977,11,12,4,2,5581,5582,5581,5582,5581,5583,5581,5584,5582,5583,5583,5584,5918,5582,5583,6884,5584,6885,6921,0,0,0,0,0,0,17,762,1800,3,9,4,0,5098,5100,5098,5100,5098,5101,5098,5100,5100,6160,5099,5101,5099,5099,6916,5099,5101,6167,6908,0,0,0,0,0,0,14,514,1706,1,13,6,1,5075,5076,5075,5076,5075,5077,5075,5076,5076,6245,5074,5077,5074,5074,6560,5074,5077,6026,6023,0,0,0,0,0,0,15,853,1563,3,12,11,0,5083,5084,5082,5084,5084,5082,5082,5085,5084,5082,5085,5083,5929,5083,6860,5083,5085,6004,6037,0,0,0,0,0,0,44,855,1830,3,8,10,8,5190,5192,5190,5190,5191,5193,5190,5191,5191,5938,5191,5193,5192,5192,6289,5192,5193,7011,6192,0,0,0,0,0,0,114,991,1821,6,5,11,9,5723,5716,5723,5716,5723,5725,5723,5716,5716,5721,5906,5725,5721,5721,6421,5721,5725,6303,7025,0,0,0,0,0,0,105,792,1861,5,9,13,0,5599,5601,5599,5601,5599,5602,5601,5599,5601,6317,5600,5602,5600,5600,5980,5600,5602,5957,6998,0,0,0,0,0,0,119,1794,2738,25,3,12,6,6341,6339,6341,6339,6341,8340,6341,6339,5939,6339,6342,8340,6077,6342,6342,6342,8340,6464,6622,0,0,0,0,0,0,106,1444,2203,15,3,18,8,5603,5604,5604,5605,5604,5606,5604,5603,5605,5605,5606,5605,5603,6009,5603,6176,5606,5989,7050,0,0,0,0,0,0,113,963,2564,2,4,34,1,5679,5677,5679,5677,5679,5683,5679,5677,5677,5950,5678,5683,5678,5678,7120,5678,5683,7104,6287,0,0,0,0,0,0,24,54,0
40,626,755,4,1,8,0,5178,5178,5179,5178,5179,5180,5178,5179,5180,5179,5180,5181,5180,5181,6007,6532,0,0,0,0,0,0,0,0,0,70,494,912,4,5,2,0,5357,5357,5358,5357,5358,5359,5357,5358,5359,5982,5360,5358,5359,5360,6975,5359,5360,0,0,0,0,0,0,0,0,68,496,625,6,5,2,0,5345,5345,5346,5347,5348,5345,5346,5345,5346,5346,5989,5347,5347,6079,5348,5347,5348,0,0,0,0,0,0,0,0,102,547,945,5,3,8,0,5585,5585,5586,5587,5585,5586,5587,5585,5586,5587,5987,5588,5586,6601,5587,5588,5968,5588,0,0,0,0,0,0,0,4,410,726,2,6,0,0,5015,5016,5015,5016,5015,5016,5017,5018,5015,5016,5017,5933,5018,6356,5017,0,0,0,0,0,0,0,0,0,0,26,325,599,1,7,5,0,5044,5045,5046,5044,5044,5044,5045,5046,5047,5045,5046,5047,5045,5046,0,0,0,0,0,0,0,0,0,0,0,64,398,600,5,5,6,0,5299,5297,5298,5297,5297,5298,5297,5299,5298,5299,5298,5299,5300,5300,5949,0,0,0,0,0,0,0,0,0,0,121,467,648,2,3,8,0,8000,8006,8000,8000,8006,8007,8007,8000,8006,8006,8007,6491,6007,8007,6491,6197,6491,0,0,0,0,0,0,0,0,71,483,631,2,2,8,0,5353,7301,5353,7301,5353,7301,5353,7301,5355,5356,5355,5355,5355,5356,5356,5932,0,0,0,0,0,0,0,0,0,14,323,539,0,6,5,0,5075,5076,5074,5075,5076,5075,5075,5076,5074,5076,5074,6245,5074,5077,5077,7142,0,0,0,0,0,0,0,0,0,22,20,1
93,592,1132,1,6,1,4,5495,5494,5496,5494,5494,5497,5496,5494,5496,7384,5495,5497,5496,5495,6078,5495,5497,0,0,0,0,0,0,0,0,11,781,1134,4,9,7,3,5062,5061,5060,5062,5060,5062,5061,5062,5064,5906,5063,5064,5063,5063,6141,5063,5064,0,0,0,0,0,0,0,0,14,659,879,6,10,7,2,5075,5076,5075,5076,5075,5077,5075,5076,5074,5076,6245,5077,5074,5074,6560,5074,5077,0,0,0,0,0,0,0,0,28,566,831,3,8,4,6,5115,5116,5116,5114,5116,5117,5116,5115,5114,6009,5117,5115,5115,5114,6889,5114,0,0,0,0,0,0,0,0,0,68,643,923,1,5,9,5,5347,5345,5345,5347,5347,5348,5347,5346,6007,5345,5345,5348,6352,5346,5346,5346,5348,0,0,0,0,0,0,0,0,59,1164,1283,8,6,15,11,5272,5273,5273,5272,5272,5274,5272,5273,7300,6405,5273,7300,7300,7300,6078,5274,5274,6204,0,0,0,0,0,0,0,62,1145,1571,2,3,29,3,5286,5285,5286,5285,5287,5288,5285,5286,5286,5285,5287,5288,5287,5287,5918,5288,6195,6018,0,0,0,0,0,0,0,38,991,1466,2,2,18,1,7230,5168,5168,7230,5168,7230,5168,7230,5177,5918,5172,5177,5172,5172,6103,5172,5177,6235,0,0,0,0,0,0,0,84,1088,1665,9,2,17,2,5439,5438,5439,5438,5439,5441,5439,5438,5438,6003,5440,5441,5440,5440,5440,5968,5441,6183,6707,0,0,0,0,0,0,8,1574,1659,15,3,12,9,5028,5027,5028,5027,5028,5030,5028,5027,5029,5027,5029,5030,5029,5029,5921,7394,5030,6004,0,0,0,0,0,0,0,16,38,0
22,1185,1866,9,4,17,5,5111,5112,5110,5111,5111,5113,5111,5110,5987,5110,5110,5113,5112,5112,5113,5112,6141,6518,6501,0,0,0,0,0,0,17,1167,1844,10,3,6,1,5098,5100,5099,5098,5098,5101,5098,5100,5100,5100,7936,5101,5099,5099,6916,5099,5101,6167,6908,0,0,0,0,0,0,68,862,1819,4,5,12,0,5347,5345,5347,5345,5347,5348,5347,5346,5345,5989,5348,5345,5346,5346,6352,5346,5348,6534,7106,0,0,0,0,0,0,103,901,1782,1,2,13,7,5589,5593,5591,5589,5589,5594,5589,5593,5593,5959,5593,5594,5591,5591,6138,5591,5594,6378,7350,0,0,0,0,0,0,42,1389,1929,9,2,11,0,5086,5088,5086,5087,5086,5089,5086,5088,5088,5906,5088,5089,5087,5087,6145,5087,5089,6201,6566,0,0,0,0,0,0,129,647,1268,4,5,4,9,6583,6495,6583,6582,6583,6598,6583,6495,5982,6495,6495,6598,6582,6582,5934,6582,6598,6584,0,0,0,0,0,0,0,16,455,1229,2,7,6,1,5104,5102,5102,5103,5102,5105,5102,5104,5104,5918,5104,5105,5103,6530,5103,5103,5105,6207,0,0,0,0,0,0,0,8,1248,2106,8,5,2,4,5028,5027,5028,5029,5028,5030,5028,5029,5029,5921,5029,5030,5027,5027,5906,5027,5030,6004,6662,0,0,0,0,0,0,87,376,1203,0,9,8,1,5458,5460,5459,5459,5459,5461,5459,5460,5460,5458,6536,5461,5460,5458,6056,5458,5461,6215,0,0,0,0,0,0,0,12,494,1065,2,7,3,3,5065,5068,5066,5068,5068,5067,5068,5066,5066,5906,5066,5067,5065,5065,5903,5065,5067,6146,0,0,0,0,0,0,0,33,16,1
23,371,232,1,7,0,3,5032,5031,5032,5033,5033,5035,5033,5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,143,154,0,2,1,1,5359,5358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,142,91,0,14,1,0,5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,170,129,0,18,1,0,5055,5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,380,238,2,8,0,1,5621,5620,5621,5620,5621,5622,5621,5620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,611,428,17,1,16,10,5144,5143,5144,5143,5144,5145,5144,5143,5143,6014,5142,5145,0,0,0,0,0,0,0,0,0,0,0,0,0,95,524,272,6,1,11,6,5508,5510,5511,5511,5511,5512,5511,5510,5508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,446,347,3,1,4,7,5723,5716,5721,5721,5721,5723,5723,5721,5716,7024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,555,375,8,1,24,3,5581,5582,5581,5582,5583,5581,5581,5582,5584,5925,5582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,481,401,5,1,9,6,5320,5322,5322,5320,5321,5323,5320,5320,5321,5996,5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,0
